name,sold,original_price,promo_price,store_name,url,img,rating,review
大王 - 大王敏感肌嬰兒紙尿片加大碼,已售出 400+,即時優惠! 原價: $162.9,$ 129.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://images.hktvmall.com/h0888001/edd55bb7a67cff6765600c7d24152c68b5e6d7ce/h0888001_10146522_230214065157_01_300.jpg,NA,(3)
HUGGIES - 【優惠2件裝】好奇天然透氣紙尿片 初生0碼 (<3.5kg) 30片,已售出 400+,$ 130.00,$ 103.00,The One Baby,https://www.hktvmall.com/hktv/zh/promo/MMS_MDQP_H5980001_20230714_KCproduct1PCS10OFF,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/deea/9e49/0763/STxPLjxesm20220920173726_300.png,NA,(2)
Moony - 男仔夜用學習褲 XL加大碼(13-28kg) 22片枚日本製 U 211647 x3包 標準裝 日本內銷 拉拉褲 褲仔 PXL XXL 新舊包裝隨機發送,已售出 400+,13週年激安價平均@$126,$ 378.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/ce50/a8f9/d72f/mWHpsmRMAV20230105014252_300.jpg,NA,(2)
HUGGIES - [優惠2件裝] 好奇天然透氣紙尿片加大碼(12-17kg) 32片裝,已售出 400+,$ 380.00,$ 224.00,The One Baby,https://www.hktvmall.com/hktv/zh/promo/MMS_MDQP_H5980001_20230714_KCproduct1PCS10OFF,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/f3e6/871c/99cc/vbLrwldaGf20220903211131_300.png,NA,(1)
大王 - 男女共用 夜用學習褲XXL 加加大碼(13-25kg) 22片枚日本製 859874 x2包 Goo.N Night Kids 日本內銷拉拉褲 XL身高 90-120cm 新舊包裝隨機,已售出 400+,14週年激安價平均@$127/pack,$ 254.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://images.hktv-img.com/images/HKTV/37800/BGON62292_main_69412427_20210803011013_01_300.jpg,NA,NA
"HIROTA - 消毒嬰兒濕纸巾 - 80 片裝 x 1 筒 (純水淨化, 不含酒精)",已售出 400+,【限時優惠】原價 $45,$ 30.00,NA,https://www.hktvmall.com/hktv/zh/s/H9037001,https://images.hktv-img.com/images/HKTV/42807/BT3880_main_66610734_20210611144557_01_300.jpg,NA,(1)
Pigeon - [日用型-33片] 日用戒片尿墊片 33片(平行進口),已售出 400+,$ 198.00,$ 58.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/2eea/218f/5d12/uumnyhEemm20211231092819_300.jpg,NA,(1)
Moony - Natural 有機棉 學行褲 加大碼 PXL32片x2包 (新舊版隨機) (平行進口),已售出 400+,柔軟觸感、呵護肌膚,$ 242.00,Big Buy Baby,https://www.hktvmall.com/hktv/zh/s/S6031001,https://images.hktv-img.com/images/HKTV/18356/Moony_Natural_Pants_PXL32_x2_main_56969145_20210102213746_01_300.jpg,NA,NA
大王 - 【原箱優惠】拉拉褲 XL52*3包 加大碼學習褲 (男女共用) (12-20kg) (4902011843200)【平行進口】,已售出 400+,XL增量裝,$ 274.00,旬美百貨店,https://www.hktvmall.com/hktv/zh/exp/Redemption_B0202001_20220223,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/25ab/91f5/9a2d/aBdfbVYXDC20230114165202_300.jpg,NA,(3)
LEC - [弱酸性] 水99.9%幼兒即棄濕抺巾 (日式80片) 20包原箱 (E00974),已售出 400+,限時優惠!! 原價$289,$ 228.00,Atopico/Kaneson/LEC 水99.9% 官方店,https://www.hktvmall.com/hktv/zh/s/H0793002,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/5b9c/b5e7/0ed3/UufdyGRyvF20230316104527_300.jpg,NA,(10)
大王 - 迪士尼 學習褲 拉拉褲 加加大碼(13-25kg) 34片不同版本隨機發貨 (4902011842913) 平行進口,已售出 400+,"日本版,新貨到港",$ 115.00,旬美百貨店,https://www.hktvmall.com/hktv/zh/exp/Redemption_B0202001_20220223,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/3e50/a69b/c526/GtdcptgQIp20221116214453_300.jpg,NA,NA
BOSOMI - [原箱] 韓國 Bosomi 嬰兒加護濕紙巾 60張 x 24包,已售出 400+,$ 768.00,$ 519.00,Freedom Brand,https://www.hktvmall.com/hktv/zh/s/H8562001,https://images.hktv-img.com/images/HKTV/35433/11In02Bos0201CS_main_56174465_20201216162124_01_300.jpg,NA,NA
LEC - 99.9%純水手口用濕紙巾80張x3包庄【平行進口貨品】,已售出 400+,全店限時閃購⚡只限3日,$ 36.10,令和日本母嬰生活百貨,https://www.hktvmall.com/hktv/zh/s/S2214001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/b1ed/aca6/3bca/XBsHrolnJP20220106181125_300.jpg,NA,(3)
"大王 - 大王 - 游泳褲 (大碼, 12片, 男女共用)",已售出 400+,$ 126.00,$ 118.00,WxY-shop,https://www.hktvmall.com/hktv/zh/s/H5755004,https://images.hktv-img.com/images/HKTV/13739/DA06054_main_63786981_20210428154824_01_300.jpg,NA,NA
"大王 - 大王 - 游泳褲 (加大碼, 12片, 男女共用)",已售出 400+,$ 126.00,$ 118.00,WxY-shop,https://www.hktvmall.com/hktv/zh/s/H5755004,https://images.hktv-img.com/images/HKTV/13739/DA06055_main_64043112_20210503101825_01_300.jpg,NA,(1)
Pampers  - Ichiban日本製增量裝學習褲 L大碼(9-14kg) 48片枚 U 1713751 x3包 幫寶適一級幫 日本內銷 拉拉褲 PL 新舊包裝隨機發送,已售出 400+,13週年激安價平均@$139,$ 426.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/e3c3/50cc/9f11/QEIixsRHYA20230624072708_300.jpg,NA,(1)
nepia Genki! - 頂級柔軟嬰兒紙尿片細碼72片,已售出 300+,$ 149.90,$ 125.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/b0bf/1fb9/4dc6/xhiiFlBaqZ20230417102107_300.png,NA,(2)
Merries - MERRIES 【原箱優惠】紙尿片加大碼XL44片 x4包【平行進口】(4901301253422)0010,已售出 300+,$ 564.00,$ 537.84,噗噗生活超市有限公司,https://www.hktvmall.com/hktv/zh/s/H8781001,https://images.hktv-img.com/images/HKTV/32739/1315_main_72092708_20210831211427_01_300.jpg,NA,(1)
Nepia Genki! - 學習褲 (中碼 - 32片裝),已售出 300+,$ 89.90,$ 70.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://images.hktvmall.com/h0888001/d8e7f43c761d534136b6951f462cd3faa5737485/h0888001_10143880_230214062135_01_300.jpg,NA,(3)
Nepia Genki! - Nepia Genki! 日本製麵包超人嬰兒學習褲M 58 pcs(新舊包裝隨機發放),已售出 300+,$ 150.00,$ 130.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/ca19/4afe/28d0/QtmWLeyRXH20230726150620_300.png,NA,(4)
Dr. Brown's - 柔濕巾 30 片裝 - 牙齒及口腔 嬰兒濕紙巾,已售出 300+,夏日BB週 | 原價$65,$ 58.00,NA,https://www.hktvmall.com/hktv/zh/promo/202307-07_002_500_PL-4905_FG,https://images.hktv-img.com/images/HKTV/12317/DR-HG001_main_62280376_20210401173726_01_300.jpg,NA,(1)
Pigeon - (10441)手口用便攜庄濕紙巾22片【平行進口貨品】,已售出 300+,全店限時閃購⚡只限3日,$ 17.10,令和日本母嬰生活百貨,https://www.hktvmall.com/hktv/zh/s/S2214001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/f592/5dbf/9bd7/KzmJnnoHnn20220805153016_300.jpg,NA,NA
Pigeon - [夜用款-24片]夜用戒片尿墊片 (平行進口),已售出 300+,$ 198.00,$ 68.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/2360/2134/017a/kStVWujOju20211214093219_300.jpg,NA,(2)
喜寶 - 嬰幼兒防敏濕紙巾 52片 x 4包 (01993) DA90001,已售出 300+,德國權威認證 | 呵護寶寶幼嫩肌膚,$ 99.00,NA,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H6924001_20230808_MMS_RP_H6924001_20230804_Redemption_Aug2023_V4,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/a4ad/30ee/ba46/LobqznzlnN20230614155203_300.jpg,NA,(23)
大王 - 大王 - 日本製Disney 學習褲 L 大碼(9-14kg) 56片 x 3包 4902011842920（平行進口）隨機版本發貨,已售出 300+,$ 580.00,$ 398.00,噗噗生活超市有限公司,https://www.hktvmall.com/hktv/zh/s/H8781001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/382b/388e/4420/jRcCOoGcKG20230317102929_300.png,NA,(7)
Pampers  - (原箱優惠) 日本板幫寶適 紙尿片 特級棉柔 L大碼 54片 x 3 包 (平行進口),已售出 300+,平均 $140 包,$ 420.00,Express,https://www.hktvmall.com/hktv/zh/s/H6401001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/e42a/6bc1/185f/glZBPKGuXR20220401164613_300.png,NA,(1)
Pampers  - [原箱] 幫寶適特級棉柔 學習褲XL (46片) x3包 (平行進口貨) (171368),已售出 300+,$ 564.00,$ 388.00,JDH Mall 生活百貨,https://www.hktvmall.com/hktv/zh/s/H9537001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/bce8/90b5/dbd9/qAPBwmUXBs20230412103638_300.jpg,NA,(2)
Merries - 花王 Merries 紙尿片 [原箱發貨] <增量版> 細碼S (4~8公斤) (76x 2包/箱))(4901301419224)7116,已售出 300+,$ 399.00,$ 235.00,噗噗生活超市有限公司,https://www.hktvmall.com/hktv/zh/s/H8781001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/796f/d6b5/17b5/JGMHiDPVff20230807095503_300.jpg,NA,(2)
Pampers  - 幫寶適 Ichiban【新版】拉拉褲加大碼PXL46+4片(增量裝) (4987176172150)【平行進口】,已售出 300+,新版增量日本版,$ 135.00,旬美百貨店,https://www.hktvmall.com/hktv/zh/exp/Redemption_B0202001_20220223,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/75fd/29b4/8a3e/bpLbFPHScm20230530150329_300.png,NA,(1)
Nepia Genki! - 妮飄 Whito 極致親膚吸收嬰兒紙尿片細碼(12H),已售出 300+,$ 199.90,$ 155.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://images.hktvmall.com/h0888001/c3724ecbc5401c04b477ceb60e805916086ad2a2/h0888001_10144887_230214064055_01_300.jpg,NA,(7)
西松屋 - 拉拉褲 L - 8-12kg (44枚),已售出 300+,$ 129.00,$ 86.00,萌 B 殿堂,https://www.hktvmall.com/hktv/zh/s/H8931001,https://images.hktv-img.com/images/HKTV/24840/NS08_main_63576783_20210426105348_01_300.jpg,NA,(2)
HUGGIES - 【優惠2件裝】天然透氣紙尿片中碼 (6-11kg) 48片,已售出 300+,$ 285.00,$ 246.00,The One Baby,https://www.hktvmall.com/hktv/zh/promo/MMS_MDQP_H5980001_20230714_KCproduct1PCS10OFF,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/a0d1/f0b4/cde3/DwzKdqLZHW20221017162334_300.png,NA,(2)
HUGGIES - [原箱] 兒童夜安褲 (細/中碼) 14片 x 4包 (包裝隨機),已售出 300+,$ 497.00,$ 282.00,The One Baby,https://www.hktvmall.com/hktv/zh/promo/MMS_MDQP_H5980001_20230714_KCproduct1PCS10OFF,https://images.hktv-img.com/images/HKTV/13934/36000456097_4_main_57714438_20210115175752_01_300.jpg,NA,NA
MamyPoko - 日本[原箱]加大碼學習褲XXL24 X3包 (平行進口),已售出 300+,$ 480.00,$ 255.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/5425/6653/c296/EVXRgNYFJz20230106004544_300.jpg,NA,(3)
HUGGIES - 【優惠2件裝】好奇天然透氣紙尿片初生 1碼 (<5kg) 30片 NB30,已售出 300+,$ 130.00,$ 103.00,The One Baby,https://www.hktvmall.com/hktv/zh/promo/MMS_MDQP_H5980001_20230714_KCproduct1PCS10OFF,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/c7e7/f2f3/1d77/zgMfiDVjqf20220920174015_300.png,NA,NA
HIROTA - 75%酒精消毒濕纸巾 (獨立包裝) - 100 片裝 x 1 袋 (額外送消毒嬰兒濕纸巾 80 片裝 x 1 包),已售出 300+,【限時優惠】原價 $131,$ 78.00,NA,https://www.hktvmall.com/hktv/zh/s/H9037001,https://images.hktv-img.com/images/HKTV/42807/Combo-7_main_73330823_20210913120659_01_300.jpg,NA,(1)
HUGGIES - Huggies 天然加厚 嬰兒濕紙巾 192片,已售出 300+,✅消費券焦點產品！,$ 59.00,CURA HEALTH LIMITED,https://www.hktvmall.com/hktv/zh/s/H9004001,https://images.hktv-img.com/images/HKTV/40754/10908HUGG_192_main_71570942_20210827121920_01_300.jpg,NA,NA
"Pampers  - 日本幫寶適Ichiban 嬰兒拉拉褲(學習褲) XL 加大碼 (12-22 Kg), 50片(紙尿褲)Pampers 一級幫 (6285)",已售出 300+,加大碼褲(XL) 50片,$ 138.00,10號店,https://www.hktvmall.com/hktv/zh/s/H8260001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/126b/5c8e/f16b/ZhHYsRkBOz20230629133640_300.jpg,NA,(5)
花王 - 新裝日本製可沖厠64片x3包Merries嬰兒濕紙巾(補充裝) U 239860 新舊包裝隨機發送,已售出 300+,原價$72 | 限時7折,$ 48.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://images.hktv-img.com/images/HKTV/37800/BMET0299_main_55833059_20201213164235_01_300.jpg,NA,(3)
HUGGIES - [2件裝] 輕潤柔膚嬰兒濕紙巾 (30片*3包),已售出 300+,$ 128.00,$ 68.00,The One Baby,https://www.hktvmall.com/hktv/zh/promo/MMS_MDQP_H5980001_20230714_KCproduct1PCS10OFF,https://images.hktv-img.com/images/HKTV/13934/4891043711055_2_main_61372097_20210319112718_01_300.jpg,NA,(2)
Pampers  - 【原箱優惠】 Ichiban幫寶適學習褲 拉拉褲 大碼(9-14kg) 48+4片 x 3包 (4987176172167) 平行進口 L碼褲 新舊版隨機發,已售出 300+,"日本增量裝,50片+2片",$ 332.00,旬美百貨店,https://www.hktvmall.com/hktv/zh/exp/Redemption_B0202001_20220223,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/374c/86b1/e00a/FPaaoQRetH20230615125803_300.jpg,NA,(1)
"BAMBO Nature - 丹麥無敏環保嬰兒學習褲, Size-6, XXL, 40+lbs / 18+kg, 18片/包",已售出 300+,,$ 125.00,Woolies Limited,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6880001_20220210,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/4890/b34e/2b5d/cfmRODroDu20230412104342_300.png,NA,(3)
大王 - [原箱優惠] Goon ToyStory 學習褲 尿褲 XXL 34片 加加大碼(13-25kg) x 2 (圖案隨機發貨) [平行進口],已售出 300+,$ 320.00,$ 209.00,The One Baby,https://www.hktvmall.com/hktv/zh/s/H5980001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/ec14/4fe7/9fea/KJvwLkMdax20230208172132_300.png,NA,NA
HUGGIES - 好奇天然透氣紙尿片中碼48片裝,已售出 300+,$ 142.30,$ 121.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://images.hktvmall.com/h0888001/38a7f7fc17b8e10194d4f77bc7bbca704e5ed1d8/h0888001_10148200_220715125921_01_300.jpg,NA,(1)
韓國 B&B - [新裝] 嬰幼兒多用途消毒濕紙巾(20片裝) x 6包,已售出 300+,$ 138.00,$ 128.00,OMyFamily,https://www.hktvmall.com/hktv/zh/s/H5590001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/4592/ccab/9652/uuRbuQZeGh20230511171236_300.jpg,NA,(2)
Moony - (原箱優惠) NATURAL MOONY 有機棉 學行褲 加大碼 XL 32片x 4包 (平行進口),已售出 300+,"大減價, 平均每包$115",$ 460.00,Express,https://www.hktvmall.com/hktv/zh/s/H6401001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/6c0e/ecd4/b644/JYGbjEIXsp20230320160708_300.png,NA,(1)
大王 - 日本製Disney 學習褲 XL加大碼(12-20kg) 50片枚 KZU 842906 x3包 男女共用 內銷 拉拉褲 褲仔 PXL Jumbo裝 新舊包裝隨機發送,已售出 300+,13週年激安價平均@$114/pack,$ 342.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/2046/cc6c/7ef7/zsEDdDiEga20230614092333_300.jpg,NA,NA
AdoraBaBies - 納米抗菌高級嬰兒保濕修護濕紙巾家用裝 (80片 x 4包) **加厚版** | 韓國製 | 無香,已售出 300+,有效期至 29/5/2025,$ 95.00,Milan Store,https://www.hktvmall.com/hktv/zh/s/H0257001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/6d5b/b196/c7fb/aXtSlwTXrB20230628112422_300.png,NA,(15)
Moony - Unicharm 女裝學習褲 XXXL加加加大碼(18-35kg) 14片枚日本製 KZU 171750 x2包 標準裝 日本內銷 拉拉褲 褲仔 PXXXL 新舊包裝隨機發送,已售出 300+,14週年激安價平均@$129,$ 258.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/bc43/0fb0/4a6a/IMtiLGMdnQ20230629195320_300.jpg,NA,(1)
MamyPoko - 新裝日本製 Unicharm 標準裝學習褲 XL加大碼(12-22kg) 多啦A夢 36片枚 KZU 126842 x4包 日本內銷 拉拉褲 褲仔 PXL 叮噹 新舊包裝隨機發送,已售出 300+,14週年激安價平均@$91,$ 364.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/0774/3bd3/7358/hYkinrKJni20230619054802_300.jpg,NA,(5)
順順兒 - 韓國製 | 無香嬰兒濕紙巾20片 - 4包,已售出 300+,,$ 47.60,Soondoongi 順順兒官方旗艦店,https://www.hktvmall.com/hktv/zh/s/H1215001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/1a03/1da7/9455/eIacRixkTi20230215172152_300.jpg,NA,(4)
NUK - 嬰兒濕紙巾 (80片裝 x 3包),已售出 300+,熱賣優惠 l 原價 $ 117,$ 79.00,NA,https://www.hktvmall.com/hktv/zh/s/H0799001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/f912/1afc/02f6/nKXpMQtkXf20230322152907_300.png,NA,NA
MamyPoko - 日本[原箱]加大碼學習褲XL36 X4包 (平行進口),已售出 300+,$ 548.00,$ 299.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/5db2/3dfb/12e5/OqCHpjkRit20230106003739_300.jpg,NA,(2)
Moony - 新裝Unicharm Natural 有機棉無添加學習褲 L大碼(9-14kg) 36片枚日本製 KZU 243099 x2包 標準裝 日本內銷 拉拉褲 褲仔 PL 男女共用 新舊包裝隨機發送,已售出 300+,14週年激安價平均@$120,$ 240.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/c67b/ab0c/3ee7/gHiZzwhZEH20230127060645_300.jpg,NA,(1)
Merries - 日本花王透氣嬰兒拉拉褲(學習褲) XXL 加加大碼/雙加大 (15-28 Kg) - 原箱 32片(男女共用) (紙尿褲) (35528) 平行進口,已售出 300+,加加大褲(XXL) 64片,$ 268.00,10號店,https://www.hktvmall.com/hktv/zh/s/H8260001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/cff1/bc10/238e/PzJNKJJOIs20221223164727_300.jpg,NA,(1)
Merries - 日本花王透氣嬰兒拉拉褲(學習褲) XL 加大碼 (11-22 Kg) - 原箱 50片(男女共用) (紙尿褲) (38991) 平行進口,已售出 300+,加大碼褲(XL) 150片,$ 338.00,10號店,https://www.hktvmall.com/hktv/zh/s/H8260001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/b161/46a6/1553/mgogGhgpnY20230114134205_300.jpg,NA,NA
Pampers  - Ichiban 拉拉褲 (XL) 50片X 3包 原箱 【平行進口產品】,已售出 300+,$ 788.00,$ 315.00,Mami SOS,https://www.hktvmall.com/hktv/zh/s/H7777001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/9ea7/9bfb/146a/IbwrPNDhhT20230705092500_300.png,NA,NA
"HIROTA - 消毒嬰兒濕纸巾 - 20 片裝 x 2 包 (純水淨化, 不含酒精)",已售出 300+,【限時優惠】原價 $36,$ 21.00,NA,https://www.hktvmall.com/hktv/zh/s/H9037001,https://images.hktv-img.com/images/HKTV/42807/HP5020_main_66610572_20210611144347_01_300.jpg,NA,NA
HIROTA - 75%酒精消毒濕纸巾 - 100 片裝 (獨立包裝) x 1 袋 (額外送 75%酒精消毒濕纸巾 - 60 片裝 x 1 包),已售出 300+,【限時優惠】原價 $156,$ 94.00,NA,https://www.hktvmall.com/hktv/zh/s/H9037001,https://images.hktv-img.com/images/HKTV/42807/Combo-11_main_73350881_20210913141329_01_300.jpg,NA,NA
Moony - 新裝Unicharm Natural 有機棉無添加學習褲 XL加大碼(12-22kg) 32片枚日本製 U 243150 x2包 標準裝 日本內銷 拉拉褲 褲仔 PXL 男女共用 新舊包裝隨機發送,已售出 300+,14週年激安價平均@$120,$ 240.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/9556/e397/1da8/aMtWLbMGXh20230121062001_300.jpg,NA,NA
"Pampers  - [原裝正貨] Ichiban安睡褲/學習褲-加加加大碼20片 (挑戰0漏尿, 360 °全方位防漏, 拉拉褲)",已售出 300+,$ 280.00,$ 260.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/2241/5b73/1d36/wmEHKJfuyD20230322103755_300.png,NA,NA
Babisil - Babisil 嬰兒手口濕巾 (25片*4包),已售出 300+,$ 54.00,$ 40.50,鴻一億百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H5113007_20230803_00022,https://images.hktv-img.com/images/HKTV/13385/BS4873_main_46386936_20200722191827_01_300.jpg,NA,NA
unicharm - [3包] 夜用紙尿褲男XL碼22條庄(合13~25kg)【平行進口貨品】,已售出 300+,全店限時閃購⚡只限3日,$ 350.60,令和日本母嬰生活百貨,https://www.hktvmall.com/hktv/zh/s/S2214001,https://images.hktv-img.com/images/HKTV/22722/RW211647_3_main_35442885_20200313145148_01_300.jpg,NA,(4)
HUGGIES - [優惠套裝] 新生兒套裝,已售出 300+,$ 275.50,$ 176.90,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://images.hktvmall.com/h0888001/277906/h0888001_10149279_220803121906_01_300.jpg,NA,(4)
Mother-K - MOTHER-K Premium Dry Tissues 頂級乾濕兩用100%純棉 (160片)(8809323137514),已售出 300+,$ 188.00,$ 98.00,K Shop,https://www.hktvmall.com/hktv/zh/s/H6300002,https://images.hktv-img.com/images/HKTV/11222/MTK-38_main_39649929_20200511131824_01_300.jpg,NA,(1)
Merries - 【原箱優惠】學習褲 拉拉褲 加加大碼(15-28kg) XXL (32片)×2包 (4901301355287) 平行進口,已售出 300+,日本内銷增量版，32片,$ 258.00,旬美百貨店,https://www.hktvmall.com/hktv/zh/exp/Redemption_B0202001_20220223,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/828b/99d5/bcb3/ZcXRaQRDnw20230415210010_300.png,NA,(1)
HUGGIES - 好奇天然透氣紙尿片大碼40片裝,已售出 300+,$ 142.30,$ 121.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://images.hktvmall.com/h0888001/212c97e7d4a64ef6b1997d62c4246b108d04823a/h0888001_10148201_220715010135_01_300.jpg,NA,(1)
Moony - 新改良 Unicharm 男裝學習褲 L大碼(9-14kg) 50片枚日本製 KZU 152995 x2包 增量裝 日本內銷 拉拉褲 褲仔 PL 新舊包裝隨機發送,已售出 300+,14週年激安價平均@$121,$ 242.00,Baby Pace 伴幼成長 日本生活百貨,https://www.hktvmall.com/hktv/zh/s/H8563001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/b163/5f1a/68e6/UoGMdEYZfX20230120110358_300.jpg,NA,(3)
大王 - 敏感肌設計 紙尿片加大碼XL38片x4包 (新包裝) (平行進口),已售出 300+,日本直送,$ 458.00,Big Buy Baby,https://www.hktvmall.com/hktv/zh/s/S6031001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/3d85/d6d7/cfdf/KOHWATrVJR20230703134245_300.jpg,NA,(1)
Pampers  - 幫寶適ICHIBAN 【新版】特級棉柔 拉拉褲 加大碼 XL碼(12-22kg) 46片(4987176171368)【平行進口】,已售出 200+,最新到港，日本本土版,$ 133.00,旬美百貨店,https://www.hktvmall.com/hktv/zh/exp/Redemption_B0202001_20220223,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/856f/b845/9dc6/vGaCNwcteM20230509213420_300.png,NA,NA
unicharm - MOONY 嬰兒加厚水份濕紙巾 60張 x 8包入 (4903111158201)【平行進口】,已售出 200+,"日本内銷款,加厚",$ 71.00,旬美百貨店,https://www.hktvmall.com/hktv/zh/exp/Redemption_B0202001_20220223,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/a943/7fcf/dea3/ANlSXSUMlL20230526081156_300.png,NA,NA
Pampers  - 日本幫寶適Ichiban 嬰兒拉拉褲(學習褲) M 中碼 (6-12 Kg) - 原箱 66片(紙尿褲) Pampers 一級幫 (23319) 平行進口,已售出 200+,中碼褲(M) 198片,$ 360.00,10號店,https://www.hktvmall.com/hktv/zh/s/H8260001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/93c8/b063/8865/pVjbvTAFJu20221224154802_300.jpg,NA,(3)
Merries - [平行進口] (原箱)學習褲加大碼 (50片 x 2),已售出 200+,買5套平均$269.1/套|原價$398,$ 299.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGQ_H1069001_2023714_Merries,https://images.hktvmall.com/h0888001/c91a90afba851037dbf91572d3509b2f356bfbc7/h0888001_p10151851_230116054921_01_300.jpg,NA,(1)
