name,sold,original_price,promo_price,store_name,url,img,rating,review
Merries - [原箱] 紙尿片 (加大碼) (新舊包裝隨機發送),"已售出 3,000+",$ 796.00,$ 550.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H0888001_20230711_UKRED,https://images.hktvmall.com/h0888001/e5dd8130e4b4a4b5bcbe03a8eca01af6b3aabc10/h0888001_p10060171_200526063701_01_300.jpg,,(45)
Merries - [原箱-X3 ] 學習褲 加大碼XL50片X 3包(平行進口),"已售出 30,000+",VIP 日限時優惠,$ 297.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/4fc8/7d2e/9137/SIwtMrFAcA20230731174534_300.jpg,NA,(233)
"HUGGIES - [優惠孖裝]純水嬰兒濕紙巾 64片x3(100% 食品級成份,無添加防腐劑, 口手可用, 通過美國皮膚科測試)","已售出 30,000+",$ 191.00,$ 112.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/cf78/e82b/4658/weMssBXqXk20230516171043_300.jpg,NA,(129)
Merries - 花王 學習褲XL碼 50片 X 3包 (原箱)【平行進口產品】,"已售出 20,000+",VIP DAY,$ 297.00,Mami SOS,https://www.hktvmall.com/hktv/zh/s/H7777001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/1a54/19a3/d043/yfYUNBKtid20230721151317_300.png,NA,(250)
Bebesup - [香港行貨]韓國新生嬰兒手口濕紙巾敏感肌系列80片X10包 [原箱特價],"已售出 20,000+",- 限時優惠,$ 188.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/1607/0918/1615/nnZapusXnr20230102171055_300.jpg,NA,(145)
思詩樂 - [3包優惠裝] 嬰兒清潔棉 (新舊包裝隨機發送),"已售出 10,000+",即時優惠! 原價: $103.5,$ 84.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H0888001_20230711_UKRED,https://images.hktvmall.com/h0888001/0fd3138e6bef95f22c3f26c7129fdf78dad59bee/h0888001_10002921b_221017051757_01_300.jpg,NA,(78)
"Pampers - [原裝正貨] 日本進口Ichiban拉拉褲/學習褲-中碼174片 (360°透氣, 替換超簡單, 360°彈性腰圍)","已售出 10,000+",$ 573.00,$ 525.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/7973c52f0a321faf6b91557ca962c17b2c506ed1/h0888001_p10030694_221206024303_01_300.jpg,NA,(200)
"Pampers  - [原裝正貨|優惠增量裝] 日本進口Ichiban拉拉褲/學習褲-大碼102片 (原箱, 360°透氣, 替換超簡單, 360°彈性腰圍) (新舊包裝隨機發送)","已售出 10,000+",$ 390.00,$ 325.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/bae3/db1a/cfee/pnCYNOMHCp20230713122233_300.jpg,NA,(81)
"Pampers  - [原裝正貨|優惠增量裝] 日本進口Ichiban拉拉褲/學習褲-加加大碼78片 (原箱, 360°透氣, 替換超簡單, 360°彈性腰圍) (新舊包裝隨機發送)","已售出 10,000+",$ 394.90,$ 359.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/d14e/0859/fffd/zQTloaMJTP20230713141945_300.jpg,NA,(55)
HIROTA - 75%酒精消毒濕纸巾 - 60 片裝 x 3 包 (額外送 75% 酒精消毒濕纸巾 10 片裝 x 3 包),"已售出 10,000+",【限時優惠】原價 $170,$ 100.00,NA,https://www.hktvmall.com/hktv/zh/main/search?page=0&q=%3Alive-time-asc%3Acategory%3ABB19000074711%3AcategoryHotPickOrder%3ABB19000074711%3Azone%3Agadgetsandelectronics%3Astreet%3Amain%3A,https://images.hktv-img.com/images/HKTV/42807/Combo-2_main_66614292_20210611150328_01_300.jpg,NA,(82)
"Pampers - [原裝正貨] 日本進口Ichiban紙尿片-0碼24片 (日本產院No.1, 360°透氣, 瞬吸乾爽)","已售出 10,000+",$ 45.00,$ 42.50,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/72418129e4b114b0b7451a0ad5ad187c4ba5e1e7/h0888001_10030814_210319061526_01_300.jpg,NA,(65)
"Pampers  - [原裝正貨] 日本進口Ichiban紙尿片-初生32片 (日本產院No.1, 360°透氣, 瞬吸乾爽) (新舊包裝隨機發送)","已售出 10,000+",$ 69.50,$ 64.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/efee/0703/af66/SIgMKfivbs20230713121019_300.jpg,NA,(83)
Merries - [原箱] 學習褲 (加加大碼) (新舊包裝隨機發送),"已售出 10,000+",$ 387.00,$ 357.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/f4e0c7f202993350ed3f969c85eb7f1ae8013698/h0888001_p10060184_220613031923_01_300.jpg,NA,(149)
"Pampers - [原裝正貨] 日本進口Ichiban拉拉褲/學習褲-加大碼120片 (360°透氣, 替換超簡單, 360°彈性腰圍)","已售出 10,000+",$ 644.00,$ 585.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/1c3b570121521c57bbf410f682f8998f7b920357/h0888001_p10030697_221206024536_01_300.jpg,NA,(120)
"Pampers  - [原裝正貨] 日本進口Ichiban拉拉褲/學習褲-加加大碼90片 (360°透氣, 替換超簡單, 360°彈性腰圍)","已售出 10,000+",$ 582.80,$ 525.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/44788632027b22eefd3420445e9b8bb213a9261d/h0888001_p10030680_210924070801_01_300.jpg,NA,(109)
Pampers  - [原箱-新版] 拉拉褲 加大碼50片X3 (平行進口),"已售出 10,000+",VIP 囤貨日~超低價,$ 318.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/9da6/949c/c63b/BcmsjswApa20230630133019_300.jpg,NA,(110)
"Pampers  - [原裝正貨] 日本進口Ichiban紙尿片-初生84片 (日本產院No.1, 360°透氣, 瞬吸乾爽)","已售出 10,000+",$ 141.90,$ 129.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/0d2fd558645b4ea8b48857879220930bd38b6d5c/h0888001_10030661_201022062115_01_300.jpg,NA,(158)
順順兒 - 韓國製 | 無香嬰兒濕紙巾80片 - 10包,"已售出 10,000+",潤濕純水 (原價 $309),$ 260.00,Soondoongi 順順兒官方旗艦店,https://www.hktvmall.com/hktv/zh/s/H1215001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/26e9/aedd/9d4a/fgbbwvaAzY20221206133603_300.jpg,NA,(112)
Moony - 嬰兒 加厚 濕紙巾 60張 x 8包 (平行進口) 【新舊包裝隨機發貨】,"已售出 10,000+",BB肌膚,$ 73.00,The One Baby,https://www.hktvmall.com/hktv/zh/exp/H5980001_Redemptionupon99255060v8,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/4aae/4171/dffb/CtnhQYZHno20230710181813_300.jpg,NA,(112)
維達 - [優惠孖裝] 純水嬰兒柔濕巾 #紙巾#濕巾#安全無添加 #BB寵物可用,"已售出 10,000+",$ 120.00,$ 90.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H0888001_20230731_BuyVinda_108_WetTissues,https://images.hktvmall.com/h0888001/254ddae144180ee545758e5c6ffb2c2a8fa7607f/h0888001_10021883a_210225043738_01_300.jpg,NA,(104)
Pampers  - [2023新包裝] Ichiban拉拉褲加大碼PXL50片x3包 (增量裝),"已售出 10,000+",今周特價精選｜日本直送,$ 368.00,Big Buy Baby,https://www.hktvmall.com/hktv/zh/s/S6031001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/a54e/a3dc/5419/oigpEQQkHE20230522150941_300.jpg,NA,(104)
順順兒 - 韓國製 | 無香嬰兒濕紙巾100片 - 10包 (期間限定),"已售出 10,000+",多買多平|原價:$379,$ 280.00,Soondoongi 順順兒官方旗艦店,https://www.hktvmall.com/hktv/zh/s/H1215001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/121f/1449/69be/MZgYAXrEir20230608102554_300.jpg,NA,(74)
"HUGGIES - 紙泳褲 (大碼) (3片裝) (BB游泳/游水, 紙泳褲, 輕盈透氣, 強力吸濕, 尿片, 尿褲, 沙灘, 海灘)","已售出 10,000+",$ 43.90,$ 33.90,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://images.hktvmall.com/h0888001/a2093701edb0f68eba123f4ef276dd8147151e63/h0888001_10050029_190625031947_01_300.jpg,NA,(48)
"Pampers - [原裝正貨] 日本進口Ichiban拉拉褲/學習褲-大碼138片 (360°透氣, 替換超簡單, 360°彈性腰圍)","已售出 10,000+",$ 615.00,$ 564.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/fde3f1205e4385e7bda945f8193667dcdee136e8/h0888001_p10030695_221206024441_01_300.jpg,NA,(107)
"Pampers  - [原裝正貨|優惠增量裝] 日本進口Ichiban紙尿片-細碼228片 (原箱, 日本產院No.1, 360°透氣, 瞬吸乾爽) (新舊包裝隨機發送)","已售出 10,000+",$ 499.00,$ 405.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/e267/2f5f/21a6/wJmqnhdNwo20230713121636_300.jpg,NA,(140)
Merries - [原箱] 學習褲 加加大碼(XXL 32片 x2 包)(平行進口),"已售出 10,000+",$ 528.00,$ 258.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://images.hktv-img.com/images/HKTV/36009/MERR-PXXL32X2_main_61401296_20210319232127_01_300.jpg,NA,(58)
順順兒 - 韓國製 | 無香嬰兒濕紙巾20片 - 20包,"已售出 10,000+",潤濕純水 (原價 $238),$ 200.00,Soondoongi 順順兒官方旗艦店,https://www.hktvmall.com/hktv/zh/s/H1215001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/b5d1/4d54/b25b/IYsLAnJLZU20230215172450_300.jpg,NA,(82)
Merries - [原箱] 學習褲 (加大碼) [40周年限量版/煙花限量版/普通版本隨機出貨],"已售出 9,000+",$ 398.00,$ 250.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/719c/8240/d256/hBwXLsYKjx20230425175900_300.png,NA,(81)
"HUGGIES - [原箱] 天然加厚嬰兒濕紙巾192片x 3 補充裝 (銷量第一,帶走99%細菌,無添加防腐劑#酒精香料)","已售出 9,000+",$ 158.00,$ 120.00,The One Baby,https://www.hktvmall.com/hktv/zh/exp/H5980001_Redemptionupon99255060v8,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/7fcf/ec3c/7062/NyumsEEIpT20230710183525_300.jpg,NA,(62)
Merries - Merries學習褲 (加大碼) [40周年限量版/煙花限量版/普通版本隨機出貨],"已售出 9,000+",$ 199.00,$ 170.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/d599/44cb/1756/UkDJIRqhMI20230425151351_300.jpg,NA,(66)
Merries - 學行褲 (加加大碼) (新舊包裝隨機發送),"已售出 9,000+",$ 129.00,$ 119.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/eb56c63e947fc52db2938ee00ca52dbf8797b108/h0888001_10060184_220607115332_01_300.jpg,NA,(46)
NUK - 嬰兒濕紙巾 (10片裝 x 5包),"已售出 8,000+",$ 38.00,$ 34.00,NA,https://www.hktvmall.com/hktv/zh/s/H0799001,https://images.hktvmall.com/h0799001/119324/h0799001_40272817_170905112603_01_300.png,NA,(49)
Merries - [原箱-X3 ] 學習褲 大碼L56片X 3包-新舊包裝隨機發貨(平行進口),"已售出 8,000+",VIP 囤貨日~超低價,$ 328.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/0c5e/d71e/d1df/uOAaJiSBfy20230615232521_300.jpg,NA,(55)
"HUGGIES - [原箱] **新登場!!** 鉑金裝Magic Comfort學習褲加大碼 ( 輕盈透氣, 強力吸濕, 雲感拉褲設計, 修身彈性, 極速吸收, 加倍防漏,尿片)(新舊包裝隨機發送)","已售出 8,000+",$ 876.00,$ 730.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://images.hktvmall.com/h0888001/d64a3f511a9c1de86127dd7fad74df63cefbfcd7/h0888001_p10050185_210822061119_01_300.jpg,NA,(136)
Pampers  - Ichiban [原箱-新包裝] L52大碼拉拉褲 50+2片X3包-新舊包裝隨機發货(平行進口),"已售出 7,000+",VIP 日特別優惠,$ 348.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/dad0/90f5/d14d/oNssZjfYNp20230628104505_300.jpg,NA,(52)
HIROTA - 75%酒精消毒濕纸巾 - 60 片裝 x 2 包 (含 75% 酒精),"已售出 7,000+",【限時優惠】原價 $102,$ 64.00,NA,https://www.hktvmall.com/hktv/zh/s/H9037001,https://images.hktv-img.com/images/HKTV/42807/HA5060_main_66611697_20210611145033_01_300.jpg,NA,(25)
petiange - 韓國 Petiange 嬰兒濕紙巾(100張),"已售出 7,000+",$ 28.00,$ 18.00,Trend Beauty Mart,https://www.hktvmall.com/hktv/zh/s/H6280001,https://images.hktv-img.com/images/HKTV/1328/N207PTBW39078_main_15989222_20190228175025_01_300.png,,(33)
雅樂寶 - 補充裝 嬰兒洗衣液 720ml x 6pcs (新舊包裝隨機) 4973512258749_6,"已售出 6,000+",原價$199,$ 185.00,The One Baby,https://www.hktvmall.com/hktv/zh/exp/H5980001_Redemptionupon99255060v8,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/c14d/7b26/bf68/rZBLGXZdRN20230710182647_300.jpg,NA,(41)
Merries - [原箱] 紙尿片 (大碼) (新舊包裝隨機發送),"已售出 6,000+",$ 796.00,$ 460.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/ae6746b250af10dee54a7a26edc4fcc18926171f/h0888001_p10060170_200526063506_01_300.jpg,NA,(70)
NUK - 嬰兒濕紙巾 (80片裝),"已售出 6,000+",$ 39.00,$ 33.00,NA,https://www.hktvmall.com/hktv/zh/s/H0799001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/b1da/15db/49f7/CvkUNELAVT20220518165537_300.png,NA,(46)
Nepia Genki! - Whito 嬰兒學習褲 XL38 (12H),"已售出 6,000+",$ 199.90,$ 155.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://images.hktvmall.com/h0888001/86fd0154c638b9942057e87efb85c88170996c8c/h0888001_10143784_230214061535_01_300.jpg,NA,(19)
ChuChu - 6包 補充裝 ChuChu 奶瓶蔬菜清潔液 720ml (平行進口),"已售出 6,000+",$ 350.00,$ 202.00,The One Baby,https://www.hktvmall.com/hktv/zh/exp/H5980001_Redemptionupon99255060v8,https://images.hktv-img.com/images/HKTV/13934/CCA011_6_main_62774892_20210413124225_01_300.jpg,NA,(36)
"HUGGIES - [原箱] **新登場!!** 鉑金裝Magic Comfort學習褲大碼 ( 輕盈透氣, 強力吸濕, 雲感拉褲設計, 修身彈性, 極速吸收, 加倍防漏,尿片)(新舊包裝隨機發送)","已售出 6,000+",$ 804.00,$ 670.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://images.hktvmall.com/h0888001/c82cf9cda803fb498be2726614af3335e9e7acea/h0888001_p10050184_210822060531_01_300.jpg,NA,(127)
Pampers - [原裝正貨] 超薄乾爽拉拉褲/學習褲-加加大碼126片,"已售出 6,000+",$ 527.40,$ 499.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://images.hktvmall.com/h0888001/b710f5a492590f1233e2589be35e69124745da8c/h0888001_p10030738_210324123756_01_300.jpg,NA,(48)
HUGGIES - 濕紙巾收納盒,"已售出 6,000+",$ 18.00,$ 15.00,NA,https://www.hktvmall.com/hktv/zh/s/H0551002,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/0992/06a2/8bfe/PNLctGmQcs20230315183349_300.jpg,NA,(37)
Pampers  - [原裝正貨]日本進口Ichiban拉拉褲/學習褲 (大碼) 204片 (新舊包裝隨機發送),"已售出 5,000+",$ 780.00,$ 650.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/322f/e8c1/4bc9/SlmrWqMHxc20230727155833_300.jpg,NA,(65)
順順兒 - 韓國製 | 高級無香嬰兒濕紙巾20片 - 20包,"已售出 5,000+",加厚低敏 (原價 $298),$ 250.00,Soondoongi 順順兒官方旗艦店,https://www.hktvmall.com/hktv/zh/s/H1215001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/e07e/c206/44cd/PMjaMLSZmX20221206133133_300.jpg,NA,(51)
Bebesup - [X3]韓國新生嬰兒濕紙巾敏感肌系列80片X3包 [試用價],"已售出 5,000+",$ 148.00,$ 68.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/f3e9/f84b/fa0c/hgyipUdDTk20230102173153_300.jpg,NA,(24)
NUK - (原箱) 嬰兒濕紙巾 (80片裝 x 20包),"已售出 5,000+",熱賣優惠 l 原價 $ 780,$ 429.00,NA,https://www.hktvmall.com/hktv/zh/promo/230807GWP_stainremover,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/c770/2271/3ba2/OkUjlrUZpy20220428200240_300.png,NA,(97)
Merries - FIRST PREMIUM 學習褲加大碼32片,"已售出 5,000+",$ 165.00,$ 145.00,NA,https://www.hktvmall.com/hktv/zh/promo/MAQA_H0888001_20230127_Merries_FP_PANT_XL_B2_217_B4_410,https://images.hktvmall.com/h0888001/2ff66e05b4feb8a48d252f65cce62089fb3840ca/h0888001_10146611_220602102700_01_300.jpg,NA,(16)
Pampers  - Ichiban 拉拉褲 加大碼 46片+4 X 3包 原箱 【平行進口產品】,"已售出 5,000+",$ 688.00,$ 315.00,Mami SOS,https://www.hktvmall.com/hktv/zh/s/H7777001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/3d07/c2b4/ae83/eRoeDsLVUt20230705091800_300.png,NA,(63)
"HUGGIES - [原箱] 兒童夜安褲 (細/中碼) (未識忍尿, 尿床, 瀨尿, 戒尿片, Wee-Wee,小朋友內褲/底褲/拉褲, 輕巧不礙眼, 床墊) (新舊款式隨機發送)","已售出 5,000+",$ 300.00,$ 290.00,NA,https://www.hktvmall.com/hktv/zh/s/H0551002,https://images.hktvmall.com/h0888001/eb167600a12744545f4d360d708a99a17e44b45a/h0888001_p10050023_200901040334_01_300.jpg,NA,(99)
ChuChu - 嬰兒專用濕抹巾 (便攜裝25片 x 4),"已售出 5,000+",$ 29.00,$ 27.55,NA,https://www.hktvmall.com/hktv/zh/s/H0793001,https://images.hktv-img.com/images/HKTV/12833/CU993-935_main_15567503_20190219160925_01_300.jpg,NA,(29)
"HUGGIES - [原箱] 兒童夜安褲 (大/加大碼) (未識忍尿, 尿床, 瀨尿, 戒尿片, Wee-Wee, 小朋友內褲/底褲/拉褲, 輕巧不礙眼, 床墊)(新舊款式隨機發送)","已售出 5,000+",$ 300.00,$ 290.00,NA,https://www.hktvmall.com/hktv/zh/s/H0551002,https://images.hktvmall.com/h0888001/b544fa5efcd39367c20aaabcfd8a038644b9a08b/h0888001_p10050027_200901040149_01_300.jpg,NA,(113)
"HUGGIES - 早產嬰兒尿片 (Kawaii Ichiban BB同Baby最愛,親膚, 強力吸濕, 有效吸收稀便,尿濕顯示, 美國製造)","已售出 5,000+",$ 54.90,$ 49.90,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://images.hktvmall.com/h0888001/726a711254bbf3146a376343f63beecf014f4c3a/h0888001_10050244_200412023822_01_300.jpg,NA,(28)
Merries - [原箱](大碼)學習褲 [40周年限量版/煙花限量版/普通版本隨機出貨],"已售出 5,000+",$ 398.00,$ 250.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/384b/ac01/c20d/YQVMYRLAFv20230425180249_300.png,NA,(37)
Nepia Genki! - Whito 嬰兒學習褲 XXL26 (12H),"已售出 4,000+",$ 199.90,$ 155.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://images.hktvmall.com/h0888001/e0aff4a72e2301da601250485212cb1cbc4b5726/h0888001_10143785_230214062003_01_300.jpg,NA,(13)
"HUGGIES - 紙泳褲 (細碼) (3片裝) (BB游泳/游水, 紙泳褲, 輕盈透氣, 強力吸濕, 尿片, 尿褲, 沙灘, 海灘)","已售出 4,000+",$ 43.90,$ 33.90,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://images.hktvmall.com/h0888001/609898b23e0c198471d1a7002e05e9987936b155/h0888001_10050026_190625031643_01_300.jpg,NA,(27)
Merries - [原箱-] 花王紙尿片大碼L54片X4包[原裝日本製造],"已售出 4,000+",$ 980.00,$ 438.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://images.hktv-img.com/images/HKTV/36009/MERR-L54X4_main_54322322_20201119161341_01_300.jpg,NA,(57)
"HUGGIES - [原箱8包]純水嬰兒濕紙巾30片x3(100%食品級成份,無添加防腐劑,口手可用,美國皮膚科測試)","已售出 4,000+",$ 492.00,$ 335.90,NA,https://www.hktvmall.com/hktv/zh/s/H0551002,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/5339/b022/b27b/OqqtwOdVoP20230516171523_300.jpg,NA,(47)
"Pampers  - [原裝正貨|優惠增量裝] 日本進口Ichiban紙尿片-加大碼152片 (原箱, 日本產院No.1, 360°透氣, 瞬吸乾爽) (新舊包裝隨機發送)","已售出 4,000+",$ 658.90,$ 599.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/60d4/78a8/33ea/SwWTeocAyj20230713122036_300.jpg,NA,(18)
"Pampers  - [原裝正貨] 日本進口Ichiban紙尿片-細碼60片 (新舊包裝隨機發貨, 日本產院No.1, 360°透氣, 瞬吸乾爽)","已售出 4,000+",$ 162.40,$ 145.00,NA,https://www.hktvmall.com/hktv/zh/exp/Redemption_H6924001_20230804_hipp,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/d172/d434/1e9c/ZpnYZqEHXF20230713121228_300.jpg,NA,(17)
順順兒 - 韓國製 | 頂級嬰兒濕紙巾20片 - 4包,"已售出 4,000+",,$ 79.60,Soondoongi 順順兒官方旗艦店,https://www.hktvmall.com/hktv/zh/s/H1215001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/3acf/0b12/5413/LNbPdhVyeY20230314155906_300.jpg,NA,(20)
Merries - MERRIES 紙尿片加大碼XL44片 x4包[原裝日本製造](平行進口),"已售出 4,000+",$ 698.00,$ 458.00,彩虹生活百貨,https://www.hktvmall.com/hktv/zh/exp/MMS_RP_H8347001_20230808_00001,https://images.hktv-img.com/images/HKTV/36009/MERR-XL44X4_main_54322520_20201119161516_01_300.jpg,NA,(26)
Nepia Genki! - [新包裝] 學習褲 (加大碼 - 38片裝),"已售出 4,000+",$ 149.90,$ 125.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://images.hktvmall.com/h0888001/c97f7d04801180f86945f9d8b531ed981fdc9bd9/h0888001_10143882_230112061221_01_300.jpeg,NA,(16)
Nepia Genki! - [新包裝]學習褲 (加加大碼 - 26片裝),"已售出 4,000+",$ 149.90,$ 125.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://images.hktvmall.com/h0888001/ee8ac5013fd39f4174f231f4fd5b6d5329dc3c48/h0888001_10143883_230112061322_01_300.jpeg,NA,(17)
順順兒 - 韓國製 | 頂級黃金版嬰兒濕紙巾70片 - 8包,"已售出 4,000+",黃金裝限量優惠 (原價 $527.2),$ 340.00,Soondoongi 順順兒官方旗艦店,https://www.hktvmall.com/hktv/zh/s/H1215001,https://images.hktv-img.com/images/HKTV/15677/LG-8_main_31813974_20191206172127_01_300.jpg,NA,(55)
"HUGGIES - [原箱] **新登場!!** 鉑金裝Magic Comfort學習褲中碼 ( 輕盈透氣, 強力吸濕, 雲感拉褲設計, 修身彈性, 極速吸收, 加倍防漏,尿片)(新舊包裝隨機發送)","已售出 4,000+",$ 328.00,$ 191.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_2020719_Huggies_Buy1499_Free_Vita,https://images.hktvmall.com/h0888001/3f44d901ac78c178cf2a0b846cf6fc004cdffc90/h0888001_p10050183_210822060834_01_300.jpg,NA,(102)
HIROTA - 75%酒精消毒濕纸巾 - 10 片裝 x 6 包,"已售出 4,000+",【限時優惠】原價 $108,$ 53.00,NA,https://www.hktvmall.com/hktv/zh/s/H9037001,https://images.hktv-img.com/images/HKTV/42807/HA5010_main_66611625_20210611144933_01_300.jpg,NA,(13)
順順兒 - 韓國製 | 高級無香嬰兒濕紙巾70片 - 10包,"已售出 4,000+",加厚低敏 (原價 $419),$ 350.00,Soondoongi 順順兒官方旗艦店,https://www.hktvmall.com/hktv/zh/s/H1215001,https://cdn-mms.hktvmall.com/hktv/mms/uploadProductImage/11b4/9dc1/aa08/YgjkEVJPsm20221206133321_300.jpg,NA,(43)
Nepia Genki! - Whito 嬰兒學習褲 L44 (12H),"已售出 3,000+",$ 199.90,$ 155.00,NA,https://www.hktvmall.com/hktv/zh/promo/MGA_H0888001_20230807_DettolPods3S,https://images.hktvmall.com/h0888001/f95360d5678ea49eb6ddd9f4eeaf1c4cbd0a1d51/h0888001_10143783_230214061412_01_300.jpg,NA,(17)
